Module,GeneSymbol,EnsemblID,kME,Full_Name,Aliases,EntrezID,BRCA_Mutation_pct,BRCA_CNA_pct,BRCA_Altered_pct,Functional_Summary
turquoise,IGF1,ENSG00000017427.17,0.7999,insulin like growth factor 1,IGF; IGF-I; IGFI; MGF,3479,0.2,0.3,0.5,"The protein encoded by this gene is similar to insulin in function and structure and is a member of a family of proteins involved in mediating growth and development. The encoded protein is processed from a precursor, bound by a specific receptor, and secreted. Defects in this gene are a cause of insulin-like growth factor I deficiency. Alternative splicing results in multiple transcript variants encoding different isoforms that may undergo similar processing to generate mature protein. [provided by RefSeq, Sep 2015]."
turquoise,PDE2A,ENSG00000186642.16,0.7993,phosphodiesterase 2A,CGS-PDE; IDDPADS; PDE2A1; PED2A4; cGSPDE,5138,0.4,4.4,4.7,"Enables several functions, including 3',5'-cyclic-nucleotide phosphodiesterase activity; anion binding activity; and metal ion binding activity. Involved in several processes, including cellular response to organic cyclic compound; cyclic-nucleotide-mediated signaling; and regulation of vascular permeability. Located in several cellular components, including cytosol; mitochondrial membrane; and perinuclear region of cytoplasm. Colocalizes with plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]"
turquoise,LHFPL6,ENSG00000183722.9,0.7982,LHFPL tetraspan subfamily member 6,LHFP,10186,0.0,1.7,1.7,"This gene is a member of the lipoma HMGIC fusion partner (LHFP) gene family, which is a subset of the superfamily of tetraspan transmembrane protein encoding genes. This gene is fused to a high-mobility group gene in a translocation-associated lipoma. Mutations in another LHFP-like gene result in deafness in humans and mice. Alternatively spliced transcript variants have been found; however, their full-length nature is not known. [provided by RefSeq, Jul 2008]."
turquoise,DIPK2B,ENSG00000147113.17,0.7924,divergent protein kinase domain 2B,4930578C19Rik; CXorf36; DIA1R; EPQL1862; PRO3743; bA435K1.1,79742,0.4,0.9,1.3,"Predicted to be located in extracellular region. [provided by Alliance of Genome Resources, Apr 2022]"
turquoise,JAM2,ENSG00000154721.15,0.7892,junctional adhesion molecule 2,C21orf43; CD322; IBGC8; JAM-B; JAMB; PRO245; VE-JAM; VEJAM,58494,0.2,1.5,1.7,"This gene belongs to the immunoglobulin superfamily, and the junctional adhesion molecule (JAM) family. The protein encoded by this gene is a type I membrane protein that is localized at the tight junctions of both epithelial and endothelial cells. It acts as an adhesive ligand for interacting with a variety of immune cell types, and may play a role in lymphocyte homing to secondary lymphoid organs. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Jul 2012]."
turquoise,ERG,ENSG00000157554.19,0.786,ETS transcription factor ERG,LMPHM14; erg-3; p55,2078,0.7,1.1,1.8,"This gene encodes a member of the erythroblast transformation-specific (ETS) family of transcriptions factors. All members of this family are key regulators of embryonic development, cell proliferation, differentiation, angiogenesis, inflammation, and apoptosis. The protein encoded by this gene is mainly expressed in the nucleus. It contains an ETS DNA-binding domain and a PNT (pointed) domain which is implicated in the self-association of chimeric oncoproteins. This protein is required for platelet adhesion to the subendothelium, inducing vascular cell remodeling. It also regulates hematopoesis, and the differentiation and maturation of megakaryocytic cells. This gene is involved in chromosomal translocations, resulting in different fusion gene products, such as TMPSSR2-ERG and NDRG1-ERG in prostate cancer, EWS-ERG in Ewing's sarcoma and FUS-ERG in acute myeloid leukemia. More than two dozens of transcript variants generated from combinatorial usage of three alternative promoters and multiple alternative splicing events have been reported, but the full-length nature of many of these variants has not been determined. [provided by RefSeq, Apr 2014]."
turquoise,AOC3,ENSG00000131471.7,0.7848,amine oxidase copper containing 3,HPAO; SSAO; VAP-1; VAP1,8639,0.4,0.9,1.2,"This gene encodes a member of the semicarbazide-sensitive amine oxidase family. Copper amine oxidases catalyze the oxidative conversion of amines to aldehydes in the presence of copper and quinone cofactor. The encoded protein is localized to the cell surface, has adhesive properties as well as monoamine oxidase activity, and may be involved in leukocyte trafficking. Alterations in levels of the encoded protein may be associated with many diseases, including diabetes mellitus. A pseudogene of this gene has been described and is located approximately 9-kb downstream on the same chromosome. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Apr 2013]."
turquoise,IL33,ENSG00000137033.11,0.7842,interleukin 33,C9orf26; DVS27; IL1F11; NF-HEV; NFEHEV,90865,0.5,2.0,2.3,"The protein encoded by this gene is a cytokine that binds to the IL1RL1/ST2 receptor. The encoded protein is involved in the maturation of Th2 cells and the activation of mast cells, basophils, eosinophils and natural killer cells. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Sep 2015]."
turquoise,ITIH5,ENSG00000123243.15,0.7808,inter-alpha-trypsin inhibitor heavy chain 5,ITI-HC5; PP14776,80760,0.8,2.8,3.5,"This gene encodes a heavy chain component of one of the inter-alpha-trypsin inhibitor (ITI) family members. ITI proteins are involved in extracellular matrix stabilization and in the prevention of tumor metastasis. They are also structurally related plasma serine protease inhibitors and are composed of a light chain and varying numbers of heavy chains. This family member is thought to function as a tumor suppressor in breast and thyroid cancers. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2011]."
turquoise,EBF1,ENSG00000164330.17,0.7786,EBF transcription factor 1,COE1; EBF; O/E-1; OLF1,1879,0.7,0.9,1.6,"Predicted to enable DNA-binding transcription activator activity, RNA polymerase II-specific and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Predicted to be involved in positive regulation of transcription by RNA polymerase II. Predicted to act upstream of or within positive regulation of transcription, DNA-templated. Predicted to be located in nucleus. Predicted to be part of chromatin. [provided by Alliance of Genome Resources, Apr 2022]"
yellow,VCAN,ENSG00000038427.16,0.8962,versican,CSPG2; ERVR; GHAP; PG-M; WGN; WGN1,1462,1.9,0.5,2.3,"This gene is a member of the aggrecan/versican proteoglycan family. The protein encoded is a large chondroitin sulfate proteoglycan and is a major component of the extracellular matrix. This protein is involved in cell adhesion, proliferation, proliferation, migration and angiogenesis and plays a central role in tissue morphogenesis and maintenance. Mutations in this gene are the cause of Wagner syndrome type 1. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2009]."
yellow,MSRB3,ENSG00000174099.12,0.8938,methionine sulfoxide reductase B3,DFNB74,253827,0.2,1.7,1.8,"The protein encoded by this gene catalyzes the reduction of methionine sulfoxide to methionine. This enzyme acts as a monomer and requires zinc as a cofactor. Several transcript variants encoding two different isoforms have been found for this gene. One of the isoforms localizes to mitochondria while the other localizes to endoplasmic reticula. [provided by RefSeq, Jul 2010]."
yellow,CDH11,ENSG00000140937.14,0.8908,cadherin 11,CAD11; CDHOB; ESWS; OB; OSF-4; TBHS2,1009,0.7,1.5,2.1,"This gene encodes a type II classical cadherin from the cadherin superfamily, integral membrane proteins that mediate calcium-dependent cell-cell adhesion. Mature cadherin proteins are composed of a large N-terminal extracellular domain, a single membrane-spanning domain, and a small, highly conserved C-terminal cytoplasmic domain. Type II (atypical) cadherins are defined based on their lack of a HAV cell adhesion recognition sequence specific to type I cadherins. Expression of this particular cadherin in osteoblastic cell lines, and its upregulation during differentiation, suggests a specific function in bone development and maintenance. [provided by RefSeq, Jul 2008]."
yellow,RECK,ENSG00000122707.12,0.8855,reversion inducing cysteine rich protein with kazal motifs,ST15,8434,0.7,0.8,1.5,"The protein encoded by this gene is a cysteine-rich, extracellular protein with protease inhibitor-like domains whose expression is suppressed strongly in many tumors and cells transformed by various kinds of oncogenes. In normal cells, this membrane-anchored glycoprotein may serve as a negative regulator for matrix metalloproteinase-9, a key enzyme involved in tumor invasion and metastasis. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2015]."
yellow,FSTL1,ENSG00000163430.12,0.8849,follistatin like 1,FRP; FSL1; OCC-1; OCC1; tsc36,11167,0.2,0.4,0.6,"This gene encodes a protein with similarity to follistatin, an activin-binding protein. It contains an FS module, a follistatin-like sequence containing 10 conserved cysteine residues. This gene product is thought to be an autoantigen associated with rheumatoid arthritis. [provided by RefSeq, Jul 2008]."
yellow,ECM2,ENSG00000106823.12,0.8818,extracellular matrix protein 2,,1842,0.6,0.6,1.0,"ECM2 encodes extracellular matrix protein 2, so named because it shares extensive similarity with known extracelluar matrix proteins. Three transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2010]."
yellow,COL5A2,ENSG00000204262.14,0.8806,collagen type V alpha 2 chain,EDSC; EDSCL2,1290,1.1,0.6,1.7,"This gene encodes an alpha chain for one of the low abundance fibrillar collagens. Fibrillar collagen molecules are trimers that can be composed of one or more types of alpha chains. Type V collagen is found in tissues containing type I collagen and appears to regulate the assembly of heterotypic fibers composed of both type I and type V collagen. This gene product is closely related to type XI collagen and it is possible that the collagen chains of types V and XI constitute a single collagen type with tissue-specific chain combinations. Mutations in this gene are associated with Ehlers-Danlos syndrome, types I and II. [provided by RefSeq, Jul 2008]."
yellow,FAP,ENSG00000078098.14,0.8765,fibroblast activation protein alpha,DPPIV; FAPA; FAPalpha; SIMP,2191,0.9,0.0,0.9,"The protein encoded by this gene is a homodimeric integral membrane gelatinase belonging to the serine protease family. It is selectively expressed in reactive stromal fibroblasts of epithelial cancers, granulation tissue of healing wounds, and malignant cells of bone and soft tissue sarcomas. This protein is thought to be involved in the control of fibroblast growth or epithelial-mesenchymal interactions during development, tissue repair, and epithelial carcinogenesis. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Apr 2014]."
yellow,COL3A1,ENSG00000168542.16,0.8758,collagen type III alpha 1 chain,EDS4A; EDSVASC; PMGEDSV,1281,1.0,0.6,1.6,"This gene encodes the pro-alpha1 chains of type III collagen, a fibrillar collagen that is found in extensible connective tissues such as skin, lung, uterus, intestine and the vascular system, frequently in association with type I collagen. Mutations in this gene are associated with Ehlers-Danlos syndrome type IV, and with aortic and arterial aneurysms. [provided by R. Dalgleish, Feb 2008]."
yellow,ADAM12,ENSG00000148848.14,0.8736,ADAM metallopeptidase domain 12,ADAM12-OT1; CAR10; MCMP; MCMPMltna; MLTN; MLTNA,8038,1.0,1.2,2.2,"This gene encodes a member of a family of proteins that are structurally related to snake venom disintegrins and have been implicated in a variety of biological processes involving cell-cell and cell-matrix interactions, including fertilization, muscle development, and neurogenesis. Expression of this gene has been used as a maternal serum marker for pre-natal development. Alternative splicing results in multiple transcript variants encoding different isoforms. Shorter isoforms are secreted, while longer isoforms are membrane-bound form. [provided by RefSeq, Jan 2014]."
yellow,ZFPM2,ENSG00000169946.14,0.8705,"zinc finger protein, FOG family member 2",DIH3; FOG2; PRDM19; SRXY9; ZC2HC11B; ZNF89B; hFOG-2,23414,1.5,11.3,12.4,"The zinc finger protein encoded by this gene is a widely expressed member of the FOG family of transcription factors. The family members modulate the activity of GATA family proteins, which are important regulators of hematopoiesis and cardiogenesis in mammals. It has been demonstrated that the protein can both activate and down-regulate expression of GATA-target genes, suggesting different modulation in different promoter contexts. A related mRNA suggests an alternatively spliced product but this information is not yet fully supported by the sequence. [provided by RefSeq, Jul 2008]."
yellow,DCN,ENSG00000011465.18,0.8686,decorin,CSCD; DSPG2; PG40; PGII; PGS2; SLRR1B,1634,0.4,1.1,1.5,"This gene encodes a member of the small leucine-rich proteoglycan family of proteins. Alternative splicing results in multiple transcript variants, at least one of which encodes a preproprotein that is proteolytically processed to generate the mature protein. This protein plays a role in collagen fibril assembly. Binding of this protein to multiple cell surface receptors mediates its role in tumor suppression, including a stimulatory effect on autophagy and inflammation and an inhibitory effect on angiogenesis and tumorigenesis. This gene and the related gene biglycan are thought to be the result of a gene duplication. Mutations in this gene are associated with congenital stromal corneal dystrophy in human patients. [provided by RefSeq, Nov 2015]."
yellow,OLFML1,ENSG00000183801.8,0.8628,olfactomedin like 1,MVAL564; ONT2; UNQ564,283298,0.2,0.7,0.9,"Predicted to be located in extracellular region. [provided by Alliance of Genome Resources, Apr 2022]"
yellow,ZEB1,ENSG00000148516.22,0.8628,zinc finger E-box binding homeobox 1,AREB6; BZP; DELTAEF1; FECD6; NIL2A; PPCD3; TCF8; ZFHEP; ZFHX1A,6935,0.8,0.8,1.7,"This gene encodes a zinc finger transcription factor. The encoded protein likely plays a role in transcriptional repression of interleukin 2. Mutations in this gene have been associated with posterior polymorphous corneal dystrophy-3 and late-onset Fuchs endothelial corneal dystrophy. Alternatively spliced transcript variants encoding different isoforms have been described.[provided by RefSeq, Mar 2010]."
yellow,CCDC80,ENSG00000091986.16,0.8579,coiled-coil domain containing 80,CL2; DRO1; LINC01279; SSG1; URB; okuribin,151887,1.1,0.8,1.9,"Predicted to enable glycosaminoglycan binding activity. Predicted to act upstream of or within extracellular matrix organization; positive regulation of cell-substrate adhesion; and response to bacterium. Predicted to be located in extracellular matrix. [provided by Alliance of Genome Resources, Apr 2022]"
yellow,LRP1,ENSG00000123384.14,0.8517,LDL receptor related protein 1,A2MR; APOER; APR; CD91; DDH3; IGFBP-3R; IGFBP3R; IGFBP3R1; KPA; LRP; LRP1A; TGFBR5,4035,2.5,0.4,2.9,"This gene encodes a member of the low-density lipoprotein receptor family of proteins. The encoded preproprotein is proteolytically processed by furin to generate 515 kDa and 85 kDa subunits that form the mature receptor (PMID: 8546712). This receptor is involved in several cellular processes, including intracellular signaling, lipid homeostasis, and clearance of apoptotic cells. In addition, the encoded protein is necessary for the alpha 2-macroglobulin-mediated clearance of secreted amyloid precursor protein and beta-amyloid, the main component of amyloid plaques found in Alzheimer patients. Expression of this gene decreases with age and has been found to be lower than controls in brain tissue from Alzheimer's disease patients. [provided by RefSeq, Oct 2015]."
yellow,RASGRF2,ENSG00000113319.13,0.8512,Ras protein specific guanine nucleotide releasing factor 2,GRF2; RAS-GRF2,5924,0.8,0.6,1.3,"RAS GTPases cycle between an inactive GDP-bound state and an active GTP-bound state. This gene encodes a calcium-regulated nucleotide exchange factor activating both RAS and RAS-related protein, RAC1, through the exchange of bound GDP for GTP, thereby, coordinating the signaling of distinct mitogen-activated protein kinase pathways. [provided by RefSeq, Oct 2011]."
yellow,MXRA5,ENSG00000101825.8,0.8486,matrix remodeling associated 5,,25878,2.8,1.1,3.8,"This gene encodes one of the matrix-remodelling associated proteins. This protein contains 7 leucine-rich repeats and 12 immunoglobulin-like C2-type domains related to perlecan. This gene has a pseudogene on chromosome Y. [provided by RefSeq, Mar 2010]."
yellow,COL1A2,ENSG00000164692.18,0.8443,collagen type I alpha 2 chain,EDSARTH2; EDSCV; OI4,1278,1.3,0.3,1.6,"This gene encodes the pro-alpha2 chain of type I collagen whose triple helix comprises two alpha1 chains and one alpha2 chain. Type I is a fibril-forming collagen found in most connective tissues and is abundant in bone, cornea, dermis and tendon. Mutations in this gene are associated with osteogenesis imperfecta types I-IV, Ehlers-Danlos syndrome type VIIB, recessive Ehlers-Danlos syndrome Classical type, idiopathic osteoporosis, and atypical Marfan syndrome. Symptoms associated with mutations in this gene, however, tend to be less severe than mutations in the gene for the alpha1 chain of type I collagen (COL1A1) reflecting the different role of alpha2 chains in matrix integrity. Three transcripts, resulting from the use of alternate polyadenylation signals, have been identified for this gene. [provided by R. Dalgleish, Feb 2008]."
yellow,CCN4,ENSG00000104415.14,0.8396,cellular communication network factor 4,WISP1; WISP1-OT1; WISP1-UT1; WISP1c; WISP1i; WISP1tc,8840,0.5,11.2,11.4,"This gene encodes a member of the WNT1 inducible signaling pathway (WISP) protein subfamily, which belongs to the connective tissue growth factor (CTGF) family. WNT1 is a member of a family of cysteine-rich, glycosylated signaling proteins that mediate diverse developmental processes. The CTGF family members are characterized by four conserved cysteine-rich domains: insulin-like growth factor-binding domain, von Willebrand factor type C module, thrombospondin domain and C-terminal cystine knot-like domain. This gene may be downstream in the WNT1 signaling pathway that is relevant to malignant transformation. It is expressed at a high level in fibroblast cells, and overexpressed in colon tumors. The encoded protein binds to decorin and biglycan, two members of a family of small leucine-rich proteoglycans present in the extracellular matrix of connective tissue, and possibly prevents the inhibitory activity of decorin and biglycan in tumor cell proliferation. It also attenuates p53-mediated apoptosis in response to DNA damage through activation of the Akt kinase. It is 83% identical to the mouse protein at the amino acid level. Multiple alternatively spliced transcript variants have been identified. [provided by RefSeq, Mar 2011]."
black,PTPN7,ENSG00000143851.15,0.9426,protein tyrosine phosphatase non-receptor type 7,BPTP-4; HEPTP; LC-PTP; LPTP; PTPNI,5778,0.5,8.1,8.4,"The protein encoded by this gene is a member of the protein tyrosine phosphatase (PTP) family. PTPs are known to be signaling molecules that regulate a variety of cellular processes including cell growth, differentiation, mitotic cycle, and oncogenic transformation. This gene is preferentially expressed in a variety of hematopoietic cells, and is an early response gene in lymphokine stimulated cells. The non-catalytic N-terminus of this PTP can interact with MAP kinases and suppress the MAP kinase activities. This PTP was shown to be involved in the regulation of T cell antigen receptor (TCR) signaling, which was thought to function through dephosphorylating the molecules related to MAP kinase pathway. Multiple alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Dec 2010]."
black,SNX20,ENSG00000167208.15,0.9377,sorting nexin 20,SLIC1,124460,0.1,1.8,1.8,"SNX20 interacts with the cytoplasmic domain of PSGL1 (SELPLG; MIM 600738) and cycles PSGL1 into endosomes.[supplied by OMIM, Feb 2010]."
black,SIRPG,ENSG00000089012.14,0.9239,signal regulatory protein gamma,CD172g; SIRP-B2; SIRPB2; SIRPgamma; bA77C3.1,55423,0.8,0.3,1.1,"The protein encoded by this gene is a member of the signal-regulatory protein (SIRP) family, and also belongs to the immunoglobulin superfamily. SIRP family members are receptor-type transmembrane glycoproteins known to be involved in the negative regulation of receptor tyrosine kinase-coupled signaling processes. Alternatively spliced transcript variants encoding different isoforms have been described. [provided by RefSeq, Jul 2008]."
black,SP140,ENSG00000079263.19,0.9194,SP140 nuclear body protein,LYSP100; LYSP100-A; LYSP100-B,11262,0.6,0.7,1.2,"This gene encodes a member of the SP100 family of proteins, which are share common domains including an N-terminal homogeneously staining region domain followed by a SP100/autoimmune regulator/NucP41/P75/deformed epidermal autoregulatory factor domain, a plant homeobox zinc finger, and a bromodomain. The encoded protein is interferon-inducible and is expressed at high levels in the nuclei of leukocytes. Variants of this gene have been associated with multiple sclerosis, Crohn's disease, and chronic lymphocytic leukemia. Alternative splicing results in multiple variants. [provided by RefSeq, Aug 2016]."
black,TIGIT,ENSG00000181847.12,0.9191,T cell immunoreceptor with Ig and ITIM domains,VSIG9; VSTM3; WUCAM,201633,0.3,0.7,1.0,"This gene encodes a member of the PVR (poliovirus receptor) family of immunoglobin proteins. The product of this gene is expressed on several classes of T cells including follicular B helper T cells (TFH). The protein has been shown to bind PVR with high affinity; this binding is thought to assist interactions between TFH and dendritic cells to regulate T cell dependent B cell responses.[provided by RefSeq, Sep 2009]."
black,CD5,ENSG00000110448.11,0.9066,CD5 molecule,LEU1; T1,921,0.5,1.2,1.7,"This gene encodes a member of the scavenger receptor cysteine-rich (SRCR) superfamily. Members of this family are secreted or membrane-anchored proteins mainly found in cells associated with the immune system. This protein is a type-I transmembrane glycoprotein found on the surface of thymocytes, T lymphocytes and a subset of B lymphocytes. The encoded protein contains three SRCR domains and may act as a receptor to regulate T-cell proliferation. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Oct 2016]."
black,ICOS,ENSG00000163600.13,0.9057,inducible T cell costimulator,AILIM; CD278; CVID1,29851,0.3,0.7,1.0,"The protein encoded by this gene belongs to the CD28 and CTLA-4 cell-surface receptor family. It forms homodimers and plays an important role in cell-cell signaling, immune responses, and regulation of cell proliferation. [provided by RefSeq, Jul 2008]."
black,CD3D,ENSG00000167286.10,0.9041,CD3 delta subunit of T-cell receptor complex,CD3-DELTA; CD3DELTA; IMD19; T3D,915,0.0,0.8,0.8,"The protein encoded by this gene is part of the T-cell receptor/CD3 complex (TCR/CD3 complex) and is involved in T-cell development and signal transduction. The encoded membrane protein represents the delta subunit of the CD3 complex, and along with four other CD3 subunits, binds either TCR alpha/beta or TCR gamma/delta to form the TCR/CD3 complex on the surface of T-cells. Defects in this gene are a cause of severe combined immunodeficiency autosomal recessive T-cell-negative/B-cell-positive/NK-cell-positive (SCIDBNK). Two transcript variants encoding different isoforms have been found for this gene. Other variants may also exist, but the full-length natures of their transcripts has yet to be defined. [provided by RefSeq, Feb 2009]."
black,CXCR3,ENSG00000186810.8,0.8947,C-X-C motif chemokine receptor 3,CD182; CD183; CKR-L2; CMKAR3; GPR9; IP10-R; Mig-R; MigR,2833,0.8,0.3,1.0,"This gene encodes a G protein-coupled receptor with selectivity for three chemokines, termed CXCL9/Mig (monokine induced by interferon-g), CXCL10/IP10 (interferon-g-inducible 10 kDa protein) and CXCL11/I-TAC (interferon-inducible T cell a-chemoattractant). Binding of chemokines to this protein induces cellular responses that are involved in leukocyte traffic, most notably integrin activation, cytoskeletal changes and chemotactic migration. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. One of the isoforms (CXCR3-B) shows high affinity binding to chemokine, CXCL4/PF4 (PMID:12782716). [provided by RefSeq, Jun 2011]."
black,TIFAB,ENSG00000255833.2,0.8926,TIFA inhibitor,,497189,0.1,0.4,0.5,"TIFAB associates with TIFA (MIM 609028) and inhibits TIFA-mediated activation of NF-kappa-B (NFKB1; MIM 164011) (Matsumura et al., 2004 [PubMed 15047173]).[supplied by OMIM, Mar 2009]"
black,TRAT1,ENSG00000163519.14,0.8897,T cell receptor associated transmembrane adaptor 1,HSPC062; TCRIM; TRIM; pp29/30,50852,0.4,0.9,1.3,"Predicted to enable transmembrane receptor protein tyrosine kinase adaptor activity. Acts upstream of or within negative regulation of receptor recycling; negative regulation of transport; and positive regulation of signal transduction. Located in centriolar satellite; mitotic spindle; and plasma membrane. Part of T cell receptor complex. [provided by Alliance of Genome Resources, Apr 2022]"
black,LTA,ENSG00000226979.9,0.8868,lymphotoxin alpha,LT; TNFB; TNFSF1; TNLG1E,4049,0.1,1.2,1.3,"The encoded protein, a member of the tumor necrosis factor family, is a cytokine produced by lymphocytes. The protein is highly inducible, secreted, and forms heterotrimers with lymphotoxin-beta which anchor lymphotoxin-alpha to the cell surface. This protein also mediates a large variety of inflammatory, immunostimulatory, and antiviral responses, is involved in the formation of secondary lymphoid organs during development and plays a role in apoptosis. Genetic variations in this gene are associated with susceptibility to leprosy type 4, myocardial infarction, non-Hodgkin's lymphoma, and psoriatic arthritis. Alternatively spliced transcript variants have been observed for this gene. [provided by RefSeq, Jul 2012]."
