GeneID	ModuleColor	GeneSymbol
ENSG00000073712.15	turquoise	FERMT2
ENSG00000073734.10	turquoise	ABCB11
ENSG00000073737.17	turquoise	DHRS9
ENSG00000073756.12	grey	PTGS2
ENSG00000074071.15	brown	MRPS34
ENSG00000074211.14	turquoise	PPP2R2C
ENSG00000074276.10	turquoise	CDHR2
ENSG00000074317.11	red	SNCB
ENSG00000074370.18	turquoise	ATP2A3
ENSG00000074410.14	blue	CA12
ENSG00000074416.14	turquoise	MGLL
ENSG00000074660.16	turquoise	SCARF1
ENSG00000074803.20	green	SLC12A1
ENSG00000074842.8	brown	MYDGF
ENSG00000075035.10	turquoise	WSCD2
ENSG00000075043.19	turquoise	KCNQ2
ENSG00000075213.11	turquoise	SEMA3A
ENSG00000075218.19	green	GTSE1
ENSG00000075275.18	blue	CELSR1
ENSG00000075388.4	grey	FGF4
ENSG00000075429.9	grey	CACNG5
ENSG00000075461.6	blue	CACNG4
ENSG00000075651.16	yellow	PLD1
ENSG00000075702.18	red	WDR62
ENSG00000075886.11	turquoise	TUBA3D
ENSG00000075891.22	blue	PAX2
ENSG00000076003.5	green	MCM6
ENSG00000076067.13	turquoise	RBMS2
ENSG00000076382.17	green	SPAG5
ENSG00000076554.15	blue	TPD52
ENSG00000076555.15	turquoise	ACACB
ENSG00000076604.15	blue	TRAF4
ENSG00000076706.17	turquoise	MCAM
ENSG00000076716.9	turquoise	GPC4
ENSG00000076826.10	blue	CAMSAP3
ENSG00000076944.16	turquoise	STXBP2
ENSG00000077009.13	red	NMRK2
ENSG00000077063.11	yellow	CTTNBP2
ENSG00000077080.10	grey	ACTL6B
ENSG00000077092.19	turquoise	RARB
ENSG00000077152.11	green	UBE2T
ENSG00000077157.22	red	PPP1R12B
ENSG00000077264.15	blue	PAK3
ENSG00000077327.16	blue	SPAG6
ENSG00000077420.16	turquoise	APBB1IP
ENSG00000077498.9	turquoise	TYR
ENSG00000077522.14	red	ACTN2
ENSG00000077616.11	turquoise	NAALAD2
ENSG00000077684.16	turquoise	JADE1
ENSG00000077935.17	turquoise	SMC1B
ENSG00000077942.19	turquoise	FBLN1
ENSG00000078081.8	turquoise	LAMP3
ENSG00000078098.14	turquoise	FAP
ENSG00000078399.19	turquoise	HOXA9
ENSG00000078401.7	turquoise	EDN1
ENSG00000078549.15	turquoise	ADCYAP1R1
ENSG00000078589.13	turquoise	P2RY10
ENSG00000078596.11	turquoise	ITM2A
ENSG00000078725.13	blue	BRINP1
ENSG00000078898.7	grey	BPIFB2
ENSG00000079102.16	yellow	RUNX1T1
ENSG00000079215.14	turquoise	SLC1A3
ENSG00000079263.19	turquoise	SP140
ENSG00000079308.19	turquoise	TNS1
ENSG00000079337.16	turquoise	RAPGEF3
ENSG00000079393.20	red	DUSP13B
ENSG00000079435.10	turquoise	LIPE
ENSG00000079462.8	turquoise	PAFAH1B3
ENSG00000079616.13	turquoise	KIF22
ENSG00000079739.17	blue	PGM1
ENSG00000079819.19	turquoise	EPB41L2
ENSG00000079841.18	blue	RIMS1
ENSG00000079931.15	grey	MOXD1
ENSG00000080166.16	grey	DCT
ENSG00000080200.10	yellow	CRYBG3
ENSG00000080293.10	turquoise	SCTR
ENSG00000080572.13	grey	DNAAF6
ENSG00000080986.13	green	NDC80
ENSG00000081041.9	grey	CXCL2
ENSG00000081051.8	blue	AFP
ENSG00000081138.14	turquoise	CDH7
ENSG00000081189.16	turquoise	MEF2C
ENSG00000081377.17	yellow	CDC14B
ENSG00000081818.4	yellow	PCDHB4
ENSG00000081853.15	brown	PCDHGA2
ENSG00000081985.13	turquoise	IL12RB2
ENSG00000082438.17	yellow	COBLL1
ENSG00000082556.14	turquoise	OPRK1
ENSG00000083067.23	brown	TRPM3
ENSG00000083454.22	turquoise	P2RX5
ENSG00000083782.8	grey	EPYC
ENSG00000084444.14	blue	FAM234B
ENSG00000084453.16	blue	SLCO1A2
ENSG00000084628.10	turquoise	NKAIN1
ENSG00000084674.15	turquoise	APOB
ENSG00000084710.14	red	EFR3B
ENSG00000085276.19	turquoise	MECOM
ENSG00000085552.17	blue	IGSF9
ENSG00000085563.15	turquoise	ABCB1
ENSG00000085741.13	turquoise	WNT11
ENSG00000085831.15	blue	TTC39A
ENSG00000085840.13	green	ORC1
ENSG00000085999.13	green	RAD54L
ENSG00000086288.12	grey	NME8
ENSG00000086289.12	turquoise	EPDR1
ENSG00000086548.9	blue	CEACAM6
ENSG00000086570.12	blue	FAT2
ENSG00000086696.11	blue	HSD17B2
ENSG00000086717.18	turquoise	PPEF1
ENSG00000087074.8	grey	PPP1R15A
ENSG00000087088.20	yellow	BAX
ENSG00000087237.12	turquoise	CETP
ENSG00000087250.9	grey	MT3
ENSG00000087253.13	turquoise	LPCAT2
ENSG00000087586.18	green	AURKA
ENSG00000087903.13	grey	RFX2
ENSG00000088305.18	turquoise	DNMT3B
ENSG00000088325.16	green	TPX2
ENSG00000088356.6	brown	PDRG1
ENSG00000088386.17	grey	SLC15A1
ENSG00000088854.12	yellow	DNAAF9
ENSG00000088992.18	turquoise	TESC
ENSG00000089012.14	turquoise	SIRPG
ENSG00000089101.19	red	CFAP61
ENSG00000089116.4	turquoise	LHX5
ENSG00000089127.14	grey	OAS1
ENSG00000089199.10	grey	CHGB
ENSG00000089250.19	red	NOS1
ENSG00000089351.14	brown	GRAMD1A
ENSG00000089685.15	green	BIRC5
ENSG00000089692.9	grey	LAG3
ENSG00000089723.10	turquoise	OTUB2
ENSG00000090006.18	turquoise	LTBP4
ENSG00000090376.11	turquoise	IRAK3
ENSG00000090382.7	turquoise	LYZ
ENSG00000090402.8	grey	SI
ENSG00000090530.10	blue	P3H2
ENSG00000090534.20	blue	THPO
ENSG00000090539.15	turquoise	CHRD
ENSG00000090659.18	turquoise	CD209
ENSG00000090889.12	green	KIF4A
ENSG00000090932.11	turquoise	DLL3
ENSG00000090971.5	turquoise	NAT14
ENSG00000091129.21	grey	NRCAM
ENSG00000091138.13	turquoise	SLC26A3
ENSG00000091262.16	turquoise	ABCC6
ENSG00000091436.17	turquoise	MAP3K20
ENSG00000091513.16	turquoise	TF
ENSG00000091592.16	turquoise	NLRP1
ENSG00000091651.9	green	ORC6
ENSG00000091704.10	turquoise	CPA1
ENSG00000091831.24	blue	ESR1
ENSG00000091972.18	blue	CD200
ENSG00000091986.16	turquoise	CCDC80
ENSG00000092009.10	turquoise	CMA1
ENSG00000092051.17	turquoise	JPH4
ENSG00000092054.13	red	MYH7
ENSG00000092067.6	grey	CEBPE
ENSG00000092068.20	turquoise	SLC7A8
ENSG00000092345.14	grey	DAZL
ENSG00000092421.17	grey	SEMA6A
ENSG00000092445.12	turquoise	TYRO3
ENSG00000092470.12	turquoise	WDR76
ENSG00000092529.25	grey	CAPN3
ENSG00000092607.15	turquoise	TBX15
ENSG00000092758.18	yellow	COL9A3
ENSG00000092820.18	blue	EZR
ENSG00000092853.14	green	CLSPN
ENSG00000092929.12	turquoise	UNC13D
ENSG00000092964.18	turquoise	DPYSL2
ENSG00000092978.11	turquoise	GPATCH2
ENSG00000093009.11	green	CDC45
ENSG00000093134.15	grey	ENSG00000093134.15
ENSG00000093144.19	turquoise	ECHDC1
ENSG00000094796.5	turquoise	KRT31
ENSG00000094804.12	green	CDC6
ENSG00000094963.14	yellow	FMO2
ENSG00000095203.14	turquoise	EPB41L4B
ENSG00000095380.11	brown	NANS
ENSG00000095587.9	red	TLL2
ENSG00000095627.9	grey	TDRD1
ENSG00000095637.22	turquoise	SORBS1
ENSG00000095713.14	blue	CRTAC1
ENSG00000095739.11	blue	BAMBI
ENSG00000095752.7	blue	IL11
ENSG00000095906.17	brown	NUBP2
ENSG00000095981.11	grey	KCNK16
ENSG00000096006.12	blue	CRISP3
ENSG00000097021.20	brown	ACOT7
ENSG00000097046.13	green	CDC7
ENSG00000099139.14	turquoise	PCSK5
ENSG00000099194.6	turquoise	SCD
ENSG00000099204.20	yellow	ABLIM1
ENSG00000099219.14	turquoise	ERMP1
ENSG00000099250.18	turquoise	NRP1
ENSG00000099260.11	turquoise	PALMD
ENSG00000099337.5	turquoise	KCNK6
ENSG00000099364.18	yellow	FBXL19
ENSG00000099399.6	grey	MAGEB2
ENSG00000099617.4	grey	EFNA2
ENSG00000099625.13	grey	CBARP
ENSG00000099725.14	grey	ENSG00000099725.14
ENSG00000099769.6	turquoise	IGFALS
ENSG00000099812.9	blue	MISP
ENSG00000099822.3	grey	HCN2
ENSG00000099849.15	turquoise	RASSF7
ENSG00000099864.18	turquoise	PALM
ENSG00000099937.11	turquoise	SERPIND1
ENSG00000099953.10	grey	MMP11
ENSG00000099957.16	turquoise	P2RX6
ENSG00000099985.4	grey	OSM
ENSG00000099994.11	turquoise	SUSD2
ENSG00000100034.14	turquoise	PPM1F
ENSG00000100060.18	turquoise	MFNG
ENSG00000100077.15	turquoise	GRK3
ENSG00000100078.4	blue	PLA2G3
ENSG00000100092.24	yellow	SH3BP1
ENSG00000100095.19	turquoise	SEZ6L
ENSG00000100116.17	brown	GCAT
ENSG00000100121.13	grey	GGTLC2
ENSG00000100129.18	turquoise	EIF3L
ENSG00000100146.18	blue	SOX10
ENSG00000100154.14	yellow	TTC28
ENSG00000100162.15	turquoise	CENPM
ENSG00000100167.20	blue	SEPTIN3
ENSG00000100170.10	blue	SLC5A1
ENSG00000100191.6	brown	SLC5A4
ENSG00000100196.11	turquoise	KDELR3
ENSG00000100219.16	blue	XBP1
ENSG00000100253.13	turquoise	MIOX
ENSG00000100263.14	brown	RHBDD3
ENSG00000100276.10	turquoise	RASL10A
ENSG00000100285.10	turquoise	NEFH
ENSG00000100290.3	blue	BIK
ENSG00000100302.7	turquoise	RASD2
ENSG00000100304.13	turquoise	TTLL12
ENSG00000100307.13	green	CBX7
ENSG00000100314.4	grey	CABP7
ENSG00000100341.12	turquoise	PNPLA5
ENSG00000100346.18	blue	CACNA1I
ENSG00000100362.13	turquoise	PVALB
ENSG00000100385.14	turquoise	IL2RB
ENSG00000100427.16	turquoise	MLC1
ENSG00000100433.16	blue	KCNK10
ENSG00000100448.4	turquoise	CTSG
ENSG00000100453.13	turquoise	GZMB
ENSG00000100479.13	turquoise	POLE2
ENSG00000100504.17	turquoise	PYGL
ENSG00000100526.20	green	CDKN3
ENSG00000100557.10	grey	CCDC198
ENSG00000100558.9	blue	PLEK2
ENSG00000100565.15	turquoise	LRRC74A
ENSG00000100583.4	blue	SAMD15
ENSG00000100604.13	grey	CHGA
ENSG00000100625.9	turquoise	SIX4
ENSG00000100678.19	turquoise	SLC8A3
ENSG00000100721.11	grey	TCL1A
ENSG00000100726.15	brown	TELO2
ENSG00000100731.16	yellow	PCNX1
ENSG00000100867.15	blue	DHRS2
ENSG00000100908.14	brown	EMC9
ENSG00000100911.16	turquoise	PSME2
ENSG00000100918.13	turquoise	REC8
ENSG00000100979.15	turquoise	PLTP
ENSG00000100985.7	grey	MMP9
ENSG00000100997.20	brown	ABHD12
ENSG00000101000.6	blue	PROCR
ENSG00000101003.10	green	GINS1
ENSG00000101049.17	turquoise	SGK2
ENSG00000101057.16	green	MYBL2
ENSG00000101074.5	grey	R3HDML
ENSG00000101076.17	grey	HNF4A
ENSG00000101084.18	brown	RAB5IF
ENSG00000101098.13	grey	RIMS4
ENSG00000101115.13	grey	SALL4
ENSG00000101180.16	grey	HRH3
ENSG00000101188.5	grey	NTSR1
ENSG00000101189.7	turquoise	MRGBP
ENSG00000101194.18	turquoise	SLC17A9
ENSG00000101198.15	turquoise	NKAIN4
ENSG00000101199.13	brown	ARFGAP1
ENSG00000101200.5	turquoise	AVP
ENSG00000101203.16	grey	COL20A1
ENSG00000101204.18	grey	CHRNA4
ENSG00000101210.13	turquoise	EEF1A2
ENSG00000101213.7	blue	PTK6
ENSG00000101222.12	blue	SPEF1
ENSG00000101224.17	grey	CDC25B
ENSG00000101230.6	blue	ISM1
ENSG00000101251.13	turquoise	SEL1L2
ENSG00000101255.11	turquoise	TRIB3
ENSG00000101276.18	blue	SLC52A3
ENSG00000101280.8	turquoise	ANGPT4
ENSG00000101282.9	turquoise	RSPO4
ENSG00000101292.8	turquoise	PROKR2
ENSG00000101294.18	brown	HM13
ENSG00000101298.15	brown	SNPH
ENSG00000101306.11	red	MYLK2
ENSG00000101323.5	turquoise	HAO1
ENSG00000101331.17	turquoise	CCM2L
ENSG00000101335.10	turquoise	MYL9
ENSG00000101349.17	blue	PAK5
ENSG00000101353.15	turquoise	MROH8
ENSG00000101412.13	green	E2F1
ENSG00000101435.5	blue	CST9L
ENSG00000101438.4	grey	SLC32A1
ENSG00000101441.4	grey	CST4
ENSG00000101443.18	blue	WFDC2
ENSG00000101445.10	turquoise	PPP1R16B
ENSG00000101447.15	green	FAM83D
ENSG00000101463.6	turquoise	SYNDIG1
ENSG00000101489.20	grey	CELF4
ENSG00000101542.10	turquoise	CDH20
ENSG00000101605.13	turquoise	MYOM1
ENSG00000101638.14	red	ST8SIA5
ENSG00000101680.15	blue	LAMA1
ENSG00000101695.9	yellow	RNF125
ENSG00000101825.8	grey	MXRA5
ENSG00000101842.14	blue	VSIG1
ENSG00000101846.8	turquoise	STS
ENSG00000101850.13	blue	GPR143
ENSG00000101871.16	turquoise	MID1
ENSG00000101883.5	turquoise	RHOXF1
ENSG00000101890.5	grey	GUCY2F
ENSG00000101935.10	turquoise	AMMECR1
ENSG00000101938.15	turquoise	CHRDL1
ENSG00000101955.15	turquoise	SRPX
ENSG00000101958.14	turquoise	GLRA2
ENSG00000102003.11	brown	SYP
ENSG00000102010.15	turquoise	BMX
ENSG00000102021.11	grey	LUZP4
ENSG00000102053.12	blue	ZC3H12B
ENSG00000102100.16	turquoise	SLC35A2
ENSG00000102109.9	turquoise	PCSK1N
ENSG00000102172.16	turquoise	SMS
ENSG00000102181.21	turquoise	CD99L2
ENSG00000102195.10	turquoise	GPR50
ENSG00000102265.12	grey	TIMP1
ENSG00000102271.14	turquoise	KLHL4
ENSG00000102287.19	turquoise	GABRE
ENSG00000102313.9	blue	ITIH6
ENSG00000102316.17	turquoise	MAGED2
ENSG00000102349.18	yellow	KLF8
ENSG00000102383.14	turquoise	ZDHHC15
ENSG00000102384.13	green	CENPI
ENSG00000102385.12	turquoise	DRP2
ENSG00000102387.16	turquoise	TAF7L
ENSG00000102468.11	blue	HTR2A
ENSG00000102524.11	turquoise	TNFSF13B
ENSG00000102547.19	grey	CAB39L
ENSG00000102683.8	turquoise	SGCG
ENSG00000102760.13	turquoise	RGCC
ENSG00000102794.10	grey	ACOD1
ENSG00000102802.10	turquoise	MEDAG
ENSG00000102854.16	blue	MSLN
ENSG00000102879.16	yellow	CORO1A
ENSG00000102886.15	turquoise	GDPD3
ENSG00000102908.22	brown	NFAT5
ENSG00000102924.12	turquoise	CBLN1
ENSG00000102935.12	turquoise	ZNF423
ENSG00000102970.11	grey	CCL17
ENSG00000103024.7	brown	NME3
ENSG00000103044.11	blue	HAS3
ENSG00000103067.14	blue	ESRP2
ENSG00000103245.14	brown	CIAO3
ENSG00000103253.19	yellow	HAGHL
ENSG00000103254.10	brown	ANTKMT
ENSG00000103257.9	blue	SLC7A5
ENSG00000103260.9	brown	METRN
ENSG00000103269.14	yellow	RHBDL1
ENSG00000103316.12	turquoise	CRYM
ENSG00000103355.13	turquoise	PRSS33
ENSG00000103363.15	brown	ELOB
ENSG00000103460.17	blue	TOX3
ENSG00000103485.19	turquoise	QPRT
ENSG00000103490.14	yellow	PYCARD
ENSG00000103495.14	brown	MAZ
ENSG00000103522.16	grey	IL21R
ENSG00000103528.17	turquoise	SYT17
ENSG00000103534.17	blue	TMC5
ENSG00000103546.18	grey	SLC6A2
ENSG00000103550.14	turquoise	KNOP1
ENSG00000103647.13	turquoise	CORO2B
ENSG00000103710.11	grey	RASL12
ENSG00000103888.17	turquoise	CEMIP
ENSG00000103994.18	turquoise	ZNF106
ENSG00000104043.15	turquoise	ATP8B4
ENSG00000104059.4	turquoise	ENTREP2
ENSG00000104147.9	green	OIP5
ENSG00000104213.13	turquoise	PDGFRL
ENSG00000104219.13	yellow	ZDHHC2
