"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000004866.22",1456.04630374273,0.0664551736870773,0.0501196190748154,1.32593134013803,0.184862440916567,0.223501862362867
"ENSG00000004897.12",4285.10673421939,-0.013524722622843,0.0510273922518612,-0.2650482814424,0.790972268203075,0.844990731085719
"ENSG00000004939.15",5.34113832853245,-2.1532949803864,0.214730701188591,-10.0278859448945,1.14951389214572e-23,4.85101820200362e-23
"ENSG00000004948.16",36.3137590226261,-1.44130193782207,0.176707341982054,-8.1564349373126,3.45058250060794e-16,1.06350286670142e-15
"ENSG00000004961.15",1415.14860836638,0.336364747445281,0.0563076409331049,5.97369632027192,2.31937371606713e-09,5.12319684148705e-09
"ENSG00000004975.12",1813.15857686922,-0.069789841474396,0.0490747893504635,-1.42211189081216,0.154993771394481,0.189455162805276
"ENSG00000005001.10",797.636503867729,1.44345159941885,0.10996138365875,13.1268955645229,2.30931060252243e-39,1.73460413937833e-38
"ENSG00000005007.13",8179.93842855385,0.285785209655035,0.0411882934385836,6.93850572083481,3.96268949000537e-12,1.01295828497951e-11
"ENSG00000005020.13",1974.89558159916,-1.22308808470112,0.0806358248421446,-15.1680482849339,5.756316110375e-52,6.43244436787297e-51
"ENSG00000005022.6",12955.6768079996,0.600331246806889,0.0625398238328593,9.59918352842349,8.05801860129847e-22,3.12244222180525e-21
"ENSG00000005059.16",1282.69099049774,0.520390373679626,0.067184533662147,7.74568706983262,9.50663766582642e-15,2.76543854138375e-14
"ENSG00000005073.6",62.9751110190351,1.01349684855575,0.168253990050232,6.02361256486796,1.70566385530554e-09,3.79593818778782e-09
"ENSG00000005075.15",1926.3962801993,0.849355131976365,0.0775105844464469,10.9579244956306,6.08795569465143e-28,3.0536760295731e-27
"ENSG00000005100.13",1633.59071490718,-0.0368609193025315,0.0523829855126943,-0.703681146497439,0.48163136405149,0.542511886319824
"ENSG00000005102.14",459.278044067041,-2.76983596351082,0.164546238767098,-16.8331770100883,1.39416419898661e-63,2.11475318512949e-62
"ENSG00000005108.16",354.911863951053,-1.31513597083239,0.107299347526343,-12.2567005406021,1.5467031464959e-34,9.90966157725398e-34
"ENSG00000005156.12",2949.2729357472,0.903389982682311,0.061623834921336,14.6597494919864,1.16702724231466e-48,1.18474809279598e-47
"ENSG00000005175.10",2166.07984763496,0.311841779692113,0.0405428441496501,7.69166017413717,1.45237957465839e-14,4.18808774837239e-14
"ENSG00000005187.12",255.205786270656,-1.77344729067814,0.127423495060612,-13.9177416993197,4.94275956109029e-44,4.31348020346914e-43
"ENSG00000005189.20",547.962814507334,0.67603405892777,0.0747338986365398,9.04588240760178,1.48461183688769e-19,5.24666768278812e-19
"ENSG00000005194.15",2439.5720893282,0.36880877261894,0.0548893198905579,6.71913540474352,1.82805978489962e-11,4.52311573140815e-11
"ENSG00000005206.17",2182.0434856235,0.532573939691132,0.0748390011097344,7.11626199967892,1.10893406544014e-12,2.92153992247267e-12
"ENSG00000005238.20",1350.39211137444,0.131617871187362,0.0573280747458931,2.2958711202279,0.0216832514560334,0.0294880135788704
"ENSG00000005243.10",1078.41485244511,-0.930746470961525,0.108164736603099,-8.60489749424358,7.63849926473018e-18,2.52572463831407e-17
"ENSG00000005249.13",4698.85001314853,-2.4882117973019,0.117338628998869,-21.2053934712828,8.51555612658864e-100,3.22171873455937e-98
"ENSG00000005302.19",1872.9726203441,0.0267243060768325,0.0551402931938013,0.484660209964875,0.627917396003293,0.690136437607043
"ENSG00000005339.15",8360.08231151868,-0.093903101541381,0.0503980298643157,-1.8632296102485,0.0624299686087537,0.0805843591100297
"ENSG00000005379.17",1395.71010310683,-0.218841812236207,0.11536720175679,-1.89691531825099,0.0578391153888027,0.0749757775976232
"ENSG00000005381.8",16.6674140076672,-1.10368307089101,0.14710944655098,-7.5024622603589,6.26300496036782e-14,1.75317440258533e-13
"ENSG00000005421.9",27.6193727089315,0.781685187952963,0.228145445585951,3.42625813083994,0.000611958510259665,0.000955655870513493
"ENSG00000005436.14",1114.31897645655,-0.265291104703872,0.0484185715011264,-5.47911878601583,4.27449334262981e-08,8.77646813576137e-08
"ENSG00000005448.17",848.350917307567,1.032649690882,0.0819839805558466,12.5957496071878,2.2283285710606e-36,1.52529559481925e-35
"ENSG00000005469.12",1913.89923336538,0.272817615202779,0.104625936438853,2.60755243382908,0.00911921027855746,0.0128938381297891
"ENSG00000005471.19",118.377896186361,0.258620198724924,0.0861668609084794,3.00138819028829,0.00268751715529669,0.00398918110596882
"ENSG00000005483.21",5597.16538888084,-0.374222320855428,0.0575676316995796,-6.50056828476689,8.00171577148551e-11,1.91269126106208e-10
"ENSG00000005486.17",6105.25080084184,0.755645444931383,0.0661285799411001,11.4269117166046,3.06828077777405e-30,1.67972454693508e-29
"ENSG00000005513.10",378.095655272256,0.380382747078535,0.24175822823234,1.5734014509445,0.115625891259024,0.143782957459626
"ENSG00000005700.15",4647.32224032463,0.0316333633159005,0.0560488424235432,0.564389235318319,0.572489263251519,0.634683139144537
"ENSG00000005801.18",1484.14347516664,0.0185747533625324,0.051521395056231,0.360525046774446,0.718454529573044,0.777519226471809
"ENSG00000005810.18",4476.07498327339,-1.18186511532689,0.076634747373454,-15.422052735001,1.16346614630627e-53,1.36497512669418e-52
"ENSG00000005812.11",3324.15576929723,-0.589912405246268,0.0621191857752175,-9.4964606809385,2.17145379424033e-21,8.26015607388146e-21
"ENSG00000005844.19",1542.6290060503,0.982659352883572,0.109227437500743,8.99645158183709,2.33130794487793e-19,8.16501501612971e-19
"ENSG00000005882.12",1462.5826803399,-0.962907363908897,0.0829589035982218,-11.607040620647,3.7952451644395e-31,2.14321018513705e-30
"ENSG00000005884.18",5977.80960874132,-0.361635444943208,0.0983202419689478,-3.67813827245688,0.000234942590201448,0.000378396934734152
"ENSG00000005889.16",3837.96924808207,-0.0683784482827194,0.0696015403232115,-0.982427227403123,0.325889418163149,0.378465985804938
"ENSG00000005893.16",16285.7616017762,0.14508110080008,0.0535498065529436,2.70927404110492,0.00674306185848813,0.00965371469649496
"ENSG00000005961.19",65.6129883637544,0.627788317129621,0.132909516470527,4.7234263866187,2.31903924945395e-06,4.2944682439613e-06
"ENSG00000005981.13",16.6408886072407,-1.34857656072265,0.201343721154533,-6.69788237244113,2.11461364725736e-11,5.21165100640806e-11
"ENSG00000006007.12",5318.99102995586,0.343096536290412,0.0534789803201226,6.41553997919655,1.40324582187768e-10,3.3064773608565e-10
"ENSG00000006015.18",1096.58607518816,0.694771657607823,0.104350436373887,6.65806183232873,2.77462053993971e-11,6.800520047797e-11
"ENSG00000006016.11",372.966386719219,0.33955275883082,0.180721198664597,1.87887619902854,0.0602613994093449,0.0779501086184224
"ENSG00000006025.12",660.517840371717,0.00851933474585026,0.0798341925013372,0.10671285672123,0.915016782663652,0.95157455951203
"ENSG00000006042.12",2818.45462778478,-0.388945293137237,0.0968533096234832,-4.01581829933598,5.92398851967842e-05,9.95336120846563e-05
"ENSG00000006047.13",568.607934760748,0.657541971673483,0.139493248476569,4.71379065907932,2.43150470180304e-06,4.49676343203855e-06
"ENSG00000006059.4",12.6666267499517,0.850977366591573,0.259664576953036,3.27721777293282,0.00104835477773,0.00160832864210962
"ENSG00000006062.17",899.542216243167,-0.457032387610908,0.0725097190848662,-6.30305003769208,2.91844619181745e-10,6.76007434227103e-10
"ENSG00000006071.15",714.071765229348,0.862525134733508,0.210800233400351,4.09167068186023,4.28276554705048e-05,7.26648261859199e-05
"ENSG00000006116.4",0.448909985804995,0.857698653558385,0.371223219805131,2.31046606946792,0.0208623649433632,0.0284152018715089
"ENSG00000006118.15",5653.63819211028,2.16342915265973,0.112674065024634,19.2007730633198,3.64624661284565e-82,9.03325207816913e-81
"ENSG00000006125.18",24132.9097419422,0.464728022283594,0.0706869314416357,6.57445461000535,4.883182302015e-11,1.1831883442961e-10
"ENSG00000006128.12",41.0184837202432,-1.5601976884951,0.245561517967475,-6.35359196916901,2.1034433003322e-10,4.90954329376915e-10
"ENSG00000006194.10",2652.64755817526,0.397792797255616,0.0468220069383338,8.49585105951402,1.96487824181578e-17,6.38560896233189e-17
"ENSG00000006210.7",5410.66263160771,-2.54062479074735,0.137960149419293,-18.4156424985146,9.84145647167305e-76,2.07254491089538e-74
"ENSG00000006282.21",4026.99148724687,0.560572095202045,0.0953673086809369,5.87803203168403,4.15172594518679e-09,9.03869676613545e-09
"ENSG00000006283.18",90.545396444076,-1.26665292864481,0.162060861139849,-7.81590891061456,5.45678267517567e-15,1.60432697868644e-14
"ENSG00000006327.14",2825.40385373556,1.01026092176052,0.11088098889327,9.11121854020399,8.14618056454532e-20,2.90783940356653e-19
"ENSG00000006377.11",36.3955821080499,2.25166847410617,0.286710424449596,7.85345868894983,4.04718154960587e-15,1.19801483262177e-14
"ENSG00000006432.15",1057.77478025474,0.498439795828508,0.0833754346138277,5.97825724252167,2.25537390214283e-09,4.98634307107955e-09
"ENSG00000006451.8",4794.28820626605,0.223590061875973,0.0427210099043129,5.23372603730046,1.66126628548591e-07,3.29084124051303e-07
"ENSG00000006453.14",1883.20811062989,1.11922575387117,0.0776054208257085,14.4220048285648,3.76252345466547e-47,3.6272584139249e-46
"ENSG00000006459.11",2440.50111640996,-0.319401919585907,0.0789385572932546,-4.04620923586603,5.20537097997165e-05,8.78071824686828e-05
"ENSG00000006468.14",873.046597978856,-1.11130476832423,0.102720455756616,-10.818728948763,2.8064233220236e-27,1.36728215853618e-26
"ENSG00000006530.18",1729.2824120127,0.23290339334389,0.0447425027369311,5.20541720058158,1.93561239746836e-07,3.8199580694882e-07
"ENSG00000006534.16",954.887345322214,0.459139981066399,0.0924180030093317,4.96807944465148,6.76192613045988e-07,1.29456037970813e-06
"ENSG00000006555.11",707.480541229527,0.294142894634011,0.152148180732289,1.93326593337037,0.0532034461653141,0.0692563630085526
"ENSG00000006576.16",2119.13463800381,0.670215376489527,0.0547356350125563,12.2445894038825,1.79583618687387e-34,1.14832342090244e-33
"ENSG00000006606.9",18.8321546567723,0.18010740219892,0.135012943883955,1.33400100033168,0.182203528693606,0.220519360642069
"ENSG00000006607.14",2231.77031622596,0.23237176104096,0.0541061123907787,4.29474140301685,1.74897080269901e-05,3.05862295174148e-05
"ENSG00000006611.17",24.7554134632745,-0.117514321288045,0.230438324886515,-0.509959970182552,0.610079506321205,0.672461866772207
"ENSG00000006625.18",2520.99091435385,1.42766862713262,0.0863865949150658,16.5265065550539,2.36456935544225e-61,3.38921607613389e-60
"ENSG00000006634.8",911.386067830643,1.22768975297188,0.0718014843725101,17.0983895904234,1.52561923552658e-65,2.43525255240801e-64
"ENSG00000006638.13",161.127561746702,0.34408696447583,0.0799981239748674,4.30118792015585,1.69884909221296e-05,2.97363328056859e-05
"ENSG00000006652.15",545.724730920984,-0.551073682366461,0.093059413372114,-5.92174034197808,3.18552318276619e-09,6.99525124566497e-09
"ENSG00000006659.13",3.6285882030593,0.451202946097759,0.322491678185778,1.3991150054974,0.161778498645066,0.197315997160376
"ENSG00000006695.12",934.263282406476,-0.10586205290144,0.0462382052167487,-2.28949312381817,0.0220507169756352,0.0299585285544123
"ENSG00000006704.11",2250.06110175342,1.09982021183456,0.0518386401462065,21.2162242051992,6.7642921262538e-100,2.57412301927343e-98
"ENSG00000006712.15",4857.6362023878,0.390333271959806,0.0584299865911644,6.68035874611738,2.3835803044255e-11,5.85753457993385e-11
"ENSG00000006715.16",3890.28089783263,-0.0452080716950332,0.0472636120159196,-0.95650903024098,0.338815124303842,0.392519663916657
"ENSG00000006740.17",468.636310026851,-0.180133927581847,0.106399102098468,-1.69300232830105,0.0904550240277701,0.114265755084129
"ENSG00000006744.19",4006.82436594529,-0.0612299384476705,0.0441337024588803,-1.38737370844241,0.165327837769734,0.20136823364991
"ENSG00000006747.15",923.750659155601,0.991261388275012,0.177267477184474,5.59189651716796,2.24602676731571e-08,4.69704708639929e-08
"ENSG00000006756.16",6001.2408249448,0.273007023319854,0.0759704134440168,3.5935966508993,0.000326144590306869,0.000520604635484112
"ENSG00000006757.12",1837.59721440462,0.0637896260123165,0.0798988648490625,0.798379628206507,0.424650221552811,0.483524154281363
"ENSG00000006788.14",31.0682856200017,1.07428037703758,0.149162920495621,7.20206049511562,5.9309366016158e-13,1.58196125613805e-12
"ENSG00000006831.10",10075.2295771048,0.173642704875977,0.0904580903276288,1.91959286612245,0.0549093458629035,0.0713532749740799
"ENSG00000006837.12",33.5801920561386,0.597415188375825,0.0823690363876376,7.25290976531916,4.07911856153116e-13,1.09732055337207e-12
"ENSG00000007001.13",13.5903294041043,-0.584837867593143,0.145964973757127,-4.00670004960411,6.15729761784924e-05,0.000103355773083106
"ENSG00000007038.11",245.279432483684,0.537131637696376,0.243175792812299,2.2088203413856,0.0271871396098369,0.0365931701229479
"ENSG00000007047.15",2617.75336929117,0.504991493837274,0.0540636082472271,9.34069164470123,9.57068529221935e-21,3.5473498818057e-20
"ENSG00000007062.12",4339.78785761964,-0.603819619940169,0.232501468682849,-2.59705722876026,0.00940262568599234,0.0132782160475942
"ENSG00000007080.11",2712.96007033225,0.722069176601959,0.089865537264878,8.0349953784137,9.35824308427594e-16,2.83858951975194e-15
"ENSG00000007129.18",85.4930377094635,0.20726291517238,0.118977036068768,1.74204133857044,0.0815012110244052,0.10363229607363
"ENSG00000007168.14",7361.5413972101,-0.458562782775799,0.0429260541172743,-10.682621363776,1.22755518519529e-26,5.82931946615968e-26
"ENSG00000007171.18",54.1844633209486,0.00597816584476799,0.112754665144466,0.053019232837138,0.957716583676813,0.985069268686225
"ENSG00000007174.18",63.0252343151944,-1.56947640182564,0.186301609167037,-8.42438457103427,3.62651316127275e-17,1.16672363108712e-16
"ENSG00000007202.15",10218.8639897481,0.0519095078586427,0.07103777224795,0.730731077509835,0.464943429214154,0.525085365331408
"ENSG00000007216.15",406.347757501001,-1.84726250080715,0.239550085347628,-7.7113831878893,1.24461346540749e-14,3.59907333308918e-14
"ENSG00000007237.19",2950.39743916809,-1.13770985074775,0.101475350899249,-11.2116867856642,3.57318147090721e-29,1.88223552819888e-28
"ENSG00000007255.10",1640.21902801719,0.923352565897673,0.089742347670801,10.2889281355194,7.90514314527185e-25,3.49703613147512e-24
"ENSG00000007264.15",271.102438543342,0.297530007363212,0.151814355599747,1.95982788444354,0.0500159108812629,0.065324855303674
"ENSG00000007306.15",51.1246460764545,1.72542503430925,0.222750196776192,7.74600902392409,9.48257749049544e-15,2.75926185377034e-14
"ENSG00000007312.13",185.229340216794,0.05971358930068,0.16312149692952,0.366068178778916,0.714314201595121,0.773529987229085
"ENSG00000007314.12",253.147668932755,-3.62572429086871,0.153452771991262,-23.6276232994681,2.0050798286139e-123,1.25058046051759e-121
"ENSG00000007341.19",718.055455434829,-0.00739174380510667,0.0464135614781112,-0.159258276454235,0.87346539171045,0.916910866105899
"ENSG00000007350.17",6.20319019187321,-1.38913348988645,0.201368494106088,-6.89846490660355,5.25674719134495e-12,1.33535743226332e-11
"ENSG00000007372.24",56.5171939309004,3.42024448204831,0.265080144324287,12.9026807751551,4.34707136020862e-38,3.15595117493465e-37
"ENSG00000007376.8",1701.19928469904,1.38753019164219,0.0759078615106348,18.2791368908186,1.21330936366371e-74,2.45962880554963e-73
"ENSG00000007384.15",3150.48066436462,0.683574011724593,0.0669114390620909,10.2161008835913,1.67961597843759e-24,7.35189756301763e-24
"ENSG00000007392.17",2545.4903624303,0.472684777061328,0.0690694901498184,6.84361178917101,7.72210118244324e-12,1.94642813794263e-11
"ENSG00000007402.12",1011.95459203761,1.23437961898888,0.144296596012317,8.55446111066624,1.18420636596764e-17,3.88539103805384e-17
"ENSG00000007516.14",1078.73839965006,1.08990264584558,0.163045374122519,6.68465849896838,2.3146376475864e-11,5.69312790174899e-11
"ENSG00000007520.4",1815.21948053026,0.677144968342209,0.0745613588660762,9.08171442473931,1.06877882562148e-19,3.79703370951457e-19
"ENSG00000007541.17",3658.08977033115,1.29887036294083,0.0850917336612275,15.2643542099163,1.32129419558185e-52,1.50054131972942e-51
"ENSG00000007545.16",1372.79491516731,0.238287233862441,0.0587587753098633,4.0553471818607,5.00598923429379e-05,8.45388597161622e-05
"ENSG00000007866.22",2511.26399303153,0.101428645602808,0.0562618964895587,1.80279464311396,0.0714204717925059,0.0915235952693515
"ENSG00000007908.16",661.317638745507,-1.58054839469697,0.164481648756911,-9.60926891627213,7.30659141255696e-22,2.83802780652481e-21
"ENSG00000007923.16",1718.01254683631,0.0672586420336608,0.0477396904850728,1.40886213023713,0.158875939285596,0.19401827140832
"ENSG00000007933.13",312.974026798488,-0.227160470235711,0.175803728712062,-1.29212543954493,0.196313707246815,0.236424194501685
"ENSG00000007944.15",2989.17261905661,-0.387493827811796,0.0689159707008616,-5.62269999059814,1.87995727645618e-08,3.94969069640308e-08
"ENSG00000007952.18",72.2966919427681,1.00272322349443,0.0862182959210955,11.6300515195997,2.89922540880364e-31,1.6433994898567e-30
"ENSG00000007968.7",622.589236322011,2.58773562339803,0.122455930322948,21.1319747159121,4.04281380244106e-99,1.48912851040103e-97
"ENSG00000008018.9",8701.37724832047,0.298859994178491,0.0597865616121514,4.99878210286221,5.76935534215385e-07,1.11019571207026e-06
"ENSG00000008056.14",127.592907942808,2.06546952945673,0.171266284436371,12.0599891347797,1.71805577772772e-33,1.06071742228971e-32
"ENSG00000008083.14",2707.6297304891,0.641002540968472,0.0604894175525606,10.5969369007643,3.07900097012159e-26,1.44317543670381e-25
"ENSG00000008086.13",1408.61625445827,-0.218569799651101,0.0824349540153843,-2.65142138139982,0.00801537711040177,0.0113891980456557
"ENSG00000008118.10",23.9554697776429,0.97672491910885,0.140607576354698,6.94646010144541,3.74565799064602e-12,9.58483881156006e-12
"ENSG00000008128.23",56.0154756099001,0.271583172485284,0.0930531361013608,2.91858161759808,0.00351627811318123,0.00517254022496601
"ENSG00000008130.15",3469.74391669369,-0.151405098537391,0.046288719727775,-3.27088542149812,0.00107211338500664,0.00164335721593119
"ENSG00000008196.13",4017.87085492899,0.70304956187894,0.250452371913048,2.80711880070764,0.00499868030328232,0.00724133547645277
"ENSG00000008197.5",0.455643155731536,0.355743295632821,0.715857280637055,0.496947234113815,0.619226261498132,0.681735567164817
"ENSG00000008226.20",78.371542636421,-0.872576491701638,0.127794819456846,-6.82794885904035,8.61372793459564e-12,2.16557883759403e-11
"ENSG00000008256.16",2551.63569470747,-0.677328414307008,0.0743664882057396,-9.10797901916702,8.39307895661713e-20,2.9937819731606e-19
"ENSG00000008277.14",589.48531786885,-0.676600668535348,0.107572649807127,-6.28970904545404,3.18061533880409e-10,7.34555455390198e-10
"ENSG00000008282.9",8704.16903927608,-0.106167630082542,0.0576154344778106,-1.84269425449582,0.0653736633707562,0.0841503795545234
"ENSG00000008283.16",12205.3949087542,1.31946926116179,0.0841996622293713,15.6707191718582,2.39850023939709e-55,2.93013277055757e-54
"ENSG00000008294.21",6115.69541939612,-0.360296789655443,0.0688495125184964,-5.23310589248761,1.66685182557445e-07,3.30123580591098e-07
"ENSG00000008300.17",893.220492486826,2.51271997730436,0.138978356962371,18.0799372810594,4.5860329505848e-73,8.87299655711758e-72
"ENSG00000008311.15",781.994280188323,-1.73089570080011,0.092911069241318,-18.6295961819625,1.84914151049057e-77,4.04696643136737e-76
